Lieu;Département;Série;Unité;Année;Valeur
PICARDIE;22;AI08Cadmium - Quantités annuelles émises;kg/an;2007;37.0
PICARDIE;22;AI08Cadmium - Quantités annuelles émises;kg/an;2008;52.17
PICARDIE;22;AI08Cadmium - Quantités annuelles émises;kg/an;2009;44.2
POITOU-CHARENTES;54;AI08Cadmium - Quantités annuelles émises;kg/an;1999;0.0
POITOU-CHARENTES;54;AI08Cadmium - Quantités annuelles émises;kg/an;2000;0.0
POITOU-CHARENTES;54;AI08Cadmium - Quantités annuelles émises;kg/an;2001;44.0
POITOU-CHARENTES;54;AI08Cadmium - Quantités annuelles émises;kg/an;2002;102.3
POITOU-CHARENTES;54;AI08Cadmium - Quantités annuelles émises;kg/an;2004;51.0
POITOU-CHARENTES;54;AI08Cadmium - Quantités annuelles émises;kg/an;2005;100.61
POITOU-CHARENTES;54;AI08Cadmium - Quantités annuelles émises;kg/an;2006;99.3
POITOU-CHARENTES;54;AI08Cadmium - Quantités annuelles émises;kg/an;2007;49.353
POITOU-CHARENTES;54;AI08Cadmium - Quantités annuelles émises;kg/an;2008;13.696
POITOU-CHARENTES;54;AI08Cadmium - Quantités annuelles émises;kg/an;2009;0.0
PROVENCE-ALPES-COTE D AZUR;93;AI08Cadmium - Quantités annuelles émises;kg/an;1999;559.0
PROVENCE-ALPES-COTE D AZUR;93;AI08Cadmium - Quantités annuelles émises;kg/an;2000;1115.0
PROVENCE-ALPES-COTE D AZUR;93;AI08Cadmium - Quantités annuelles émises;kg/an;2001;1277.0
PROVENCE-ALPES-COTE D AZUR;93;AI08Cadmium - Quantités annuelles émises;kg/an;2002;1191.0
PROVENCE-ALPES-COTE D AZUR;93;AI08Cadmium - Quantités annuelles émises;kg/an;2004;856.3
PROVENCE-ALPES-COTE D AZUR;93;AI08Cadmium - Quantités annuelles émises;kg/an;2005;844.75
PROVENCE-ALPES-COTE D AZUR;93;AI08Cadmium - Quantités annuelles émises;kg/an;2006;542.94
PROVENCE-ALPES-COTE D AZUR;93;AI08Cadmium - Quantités annuelles émises;kg/an;2007;476.29
PROVENCE-ALPES-COTE D AZUR;93;AI08Cadmium - Quantités annuelles émises;kg/an;2008;620.23
PROVENCE-ALPES-COTE D AZUR;93;AI08Cadmium - Quantités annuelles émises;kg/an;2009;207.0
RHONE-ALPES;82;AI08Cadmium - Quantités annuelles émises;kg/an;1999;34.0
RHONE-ALPES;82;AI08Cadmium - Quantités annuelles émises;kg/an;2000;94.0
RHONE-ALPES;82;AI08Cadmium - Quantités annuelles émises;kg/an;2001;93.1
RHONE-ALPES;82;AI08Cadmium - Quantités annuelles émises;kg/an;2002;2198.1
RHONE-ALPES;82;AI08Cadmium - Quantités annuelles émises;kg/an;2004;258.5
RHONE-ALPES;82;AI08Cadmium - Quantités annuelles émises;kg/an;2005;356.7
RHONE-ALPES;82;AI08Cadmium - Quantités annuelles émises;kg/an;2006;155.99
RHONE-ALPES;82;AI08Cadmium - Quantités annuelles émises;kg/an;2007;118.91
RHONE-ALPES;82;AI08Cadmium - Quantités annuelles émises;kg/an;2008;91.24
RHONE-ALPES;82;AI08Cadmium - Quantités annuelles émises;kg/an;2009;58.726
