airpol,cpa08,induse,origin,unit,geo\time	2012 	2011 	2010 
CH4_EQ,CPA_M72,P53,DOM,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_M72,P53,ROW,T,EU28	0 	0 	0 
CH4_EQ,CPA_M72,P53,ROW,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_M72,P53,WORLD,T,EU28	0 	0 	0 
CH4_EQ,CPA_M72,P53,WORLD,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_M72,P5M,DOM,T,EU28	22 	4148 	2517 
CH4_EQ,CPA_M72,P5M,DOM,THS_T,EU28	0.022 	4.148 	2.517 
CH4_EQ,CPA_M72,P5M,ROW,T,EU28	0 	2422 	1440 
CH4_EQ,CPA_M72,P5M,ROW,THS_T,EU28	0 	2.422 	1.44 
CH4_EQ,CPA_M72,P5M,WORLD,T,EU28	22 	6571 	3956 
CH4_EQ,CPA_M72,P5M,WORLD,THS_T,EU28	0.022 	6.571 	3.956 
CH4_EQ,CPA_M72,P6,DOM,T,EU28	239327 	279543 	248877 
CH4_EQ,CPA_M72,P6,DOM,THS_T,EU28	239.327 	279.543 	248.877 
CH4_EQ,CPA_M72,P6,ROW,T,EU28	120630 	154578 	119944 
CH4_EQ,CPA_M72,P6,ROW,THS_T,EU28	120.63 	154.578 	119.944 
CH4_EQ,CPA_M72,P6,WORLD,T,EU28	359957 	434121 	368821 
CH4_EQ,CPA_M72,P6,WORLD,THS_T,EU28	359.957 	434.121 	368.821 
CH4_EQ,CPA_M72,TFU,DOM,T,EU28	3179094 	3240627 	3225223 
CH4_EQ,CPA_M72,TFU,DOM,THS_T,EU28	3179.094 	3240.627 	3225.223 
CH4_EQ,CPA_M72,TFU,ROW,T,EU28	1689259 	1891484 	1687023 
CH4_EQ,CPA_M72,TFU,ROW,THS_T,EU28	1689.259 	1891.484 	1687.023 
CH4_EQ,CPA_M72,TFU,WORLD,T,EU28	4868353 	5132111 	4912246 
CH4_EQ,CPA_M72,TFU,WORLD,THS_T,EU28	4868.353 	5132.111 	4912.246 
CH4_EQ,CPA_M73,P3,DOM,T,EU28	1022 	1038 	1773 
CH4_EQ,CPA_M73,P3,DOM,THS_T,EU28	1.022 	1.038 	1.773 
CH4_EQ,CPA_M73,P3,ROW,T,EU28	433 	500 	732 
CH4_EQ,CPA_M73,P3,ROW,THS_T,EU28	0.433 	0.5 	0.732 
CH4_EQ,CPA_M73,P3,WORLD,T,EU28	1455 	1538 	2504 
CH4_EQ,CPA_M73,P3,WORLD,THS_T,EU28	1.455 	1.538 	2.504 
CH4_EQ,CPA_M73,P3_S13,DOM,T,EU28	201 	186 	198 
CH4_EQ,CPA_M73,P3_S13,DOM,THS_T,EU28	0.201 	0.186 	0.198 
CH4_EQ,CPA_M73,P3_S13,ROW,T,EU28	82 	85 	81 
CH4_EQ,CPA_M73,P3_S13,ROW,THS_T,EU28	0.082 	0.085 	0.081 
CH4_EQ,CPA_M73,P3_S13,WORLD,T,EU28	283 	271 	279 
CH4_EQ,CPA_M73,P3_S13,WORLD,THS_T,EU28	0.283 	0.271 	0.279 
CH4_EQ,CPA_M73,P3_S14,DOM,T,EU28	820 	852 	1572 
CH4_EQ,CPA_M73,P3_S14,DOM,THS_T,EU28	0.82 	0.852 	1.572 
CH4_EQ,CPA_M73,P3_S14,ROW,T,EU28	351 	415 	649 
CH4_EQ,CPA_M73,P3_S14,ROW,THS_T,EU28	0.351 	0.415 	0.649 
CH4_EQ,CPA_M73,P3_S14,WORLD,T,EU28	1172 	1266 	2222 
CH4_EQ,CPA_M73,P3_S14,WORLD,THS_T,EU28	1.172 	1.266 	2.222 
CH4_EQ,CPA_M73,P3_S15,DOM,T,EU28	0 	0 	2 
CH4_EQ,CPA_M73,P3_S15,DOM,THS_T,EU28	0 	0 	0.002 
CH4_EQ,CPA_M73,P3_S15,ROW,T,EU28	0 	0 	1 
CH4_EQ,CPA_M73,P3_S15,ROW,THS_T,EU28	0 	0 	0.001 
CH4_EQ,CPA_M73,P3_S15,WORLD,T,EU28	0 	1 	3 
CH4_EQ,CPA_M73,P3_S15,WORLD,THS_T,EU28	0 	0.001 	0.003 
CH4_EQ,CPA_M73,P5,DOM,T,EU28	-1352 	-779 	3906 
CH4_EQ,CPA_M73,P5,DOM,THS_T,EU28	-1.352 	-0.779 	3.906 
CH4_EQ,CPA_M73,P5,ROW,T,EU28	-642 	-519 	1820 
CH4_EQ,CPA_M73,P5,ROW,THS_T,EU28	-0.642 	-0.519 	1.82 
CH4_EQ,CPA_M73,P5,WORLD,T,EU28	-1993 	-1297 	5726 
CH4_EQ,CPA_M73,P5,WORLD,THS_T,EU28	-1.993 	-1.297 	5.726 
CH4_EQ,CPA_M73,P51G,DOM,T,EU28	251 	238 	398 
CH4_EQ,CPA_M73,P51G,DOM,THS_T,EU28	0.251 	0.238 	0.398 
CH4_EQ,CPA_M73,P51G,ROW,T,EU28	108 	119 	379 
CH4_EQ,CPA_M73,P51G,ROW,THS_T,EU28	0.108 	0.119 	0.379 
CH4_EQ,CPA_M73,P51G,WORLD,T,EU28	359 	357 	778 
CH4_EQ,CPA_M73,P51G,WORLD,THS_T,EU28	0.359 	0.357 	0.778 
CH4_EQ,CPA_M73,P52,DOM,T,EU28	-1602 	-1017 	3508 
CH4_EQ,CPA_M73,P52,DOM,THS_T,EU28	-1.602 	-1.017 	3.508 
CH4_EQ,CPA_M73,P52,ROW,T,EU28	-750 	-637 	1440 
CH4_EQ,CPA_M73,P52,ROW,THS_T,EU28	-0.75 	-0.637 	1.44 
CH4_EQ,CPA_M73,P52,WORLD,T,EU28	-2352 	-1654 	4948 
CH4_EQ,CPA_M73,P52,WORLD,THS_T,EU28	-2.352 	-1.654 	4.948 
CH4_EQ,CPA_M73,P53,DOM,T,EU28	0 	0 	0 
CH4_EQ,CPA_M73,P53,DOM,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_M73,P53,ROW,T,EU28	0 	0 	0 
CH4_EQ,CPA_M73,P53,ROW,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_M73,P53,WORLD,T,EU28	0 	0 	0 
CH4_EQ,CPA_M73,P53,WORLD,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_M73,P5M,DOM,T,EU28	-1602 	-1017 	3508 
CH4_EQ,CPA_M73,P5M,DOM,THS_T,EU28	-1.602 	-1.017 	3.508 
CH4_EQ,CPA_M73,P5M,ROW,T,EU28	-750 	-637 	1440 
CH4_EQ,CPA_M73,P5M,ROW,THS_T,EU28	-0.75 	-0.637 	1.44 
CH4_EQ,CPA_M73,P5M,WORLD,T,EU28	-2352 	-1654 	4948 
CH4_EQ,CPA_M73,P5M,WORLD,THS_T,EU28	-2.352 	-1.654 	4.948 
CH4_EQ,CPA_M73,P6,DOM,T,EU28	106499 	116039 	108845 
CH4_EQ,CPA_M73,P6,DOM,THS_T,EU28	106.499 	116.039 	108.845 
CH4_EQ,CPA_M73,P6,ROW,T,EU28	44559 	54710 	45015 
CH4_EQ,CPA_M73,P6,ROW,THS_T,EU28	44.559 	54.71 	45.015 
CH4_EQ,CPA_M73,P6,WORLD,T,EU28	151058 	170749 	153860 
CH4_EQ,CPA_M73,P6,WORLD,THS_T,EU28	151.058 	170.749 	153.86 
CH4_EQ,CPA_M73,TFU,DOM,T,EU28	106169 	116298 	114524 
CH4_EQ,CPA_M73,TFU,DOM,THS_T,EU28	106.169 	116.298 	114.524 
CH4_EQ,CPA_M73,TFU,ROW,T,EU28	44351 	54692 	47567 
CH4_EQ,CPA_M73,TFU,ROW,THS_T,EU28	44.351 	54.692 	47.567 
CH4_EQ,CPA_M73,TFU,WORLD,T,EU28	150520 	170990 	162091 
CH4_EQ,CPA_M73,TFU,WORLD,THS_T,EU28	150.52 	170.99 	162.091 
CH4_EQ,CPA_M74_M75,P3,DOM,T,EU28	221416 	202199 	210150 
CH4_EQ,CPA_M74_M75,P3,DOM,THS_T,EU28	221.416 	202.199 	210.15 
CH4_EQ,CPA_M74_M75,P3,ROW,T,EU28	104617 	108724 	91637 
CH4_EQ,CPA_M74_M75,P3,ROW,THS_T,EU28	104.617 	108.724 	91.637 
CH4_EQ,CPA_M74_M75,P3,WORLD,T,EU28	326033 	310923 	301787 
CH4_EQ,CPA_M74_M75,P3,WORLD,THS_T,EU28	326.033 	310.923 	301.787 
CH4_EQ,CPA_M74_M75,P3_S13,DOM,T,EU28	10682 	10382 	11908 
CH4_EQ,CPA_M74_M75,P3_S13,DOM,THS_T,EU28	10.682 	10.382 	11.908 
CH4_EQ,CPA_M74_M75,P3_S13,ROW,T,EU28	4467 	4642 	4764 
CH4_EQ,CPA_M74_M75,P3_S13,ROW,THS_T,EU28	4.467 	4.642 	4.764 
CH4_EQ,CPA_M74_M75,P3_S13,WORLD,T,EU28	15148 	15024 	16673 
CH4_EQ,CPA_M74_M75,P3_S13,WORLD,THS_T,EU28	15.148 	15.024 	16.673 
CH4_EQ,CPA_M74_M75,P3_S14,DOM,T,EU28	199211 	181315 	188342 
CH4_EQ,CPA_M74_M75,P3_S14,DOM,THS_T,EU28	199.211 	181.315 	188.342 
CH4_EQ,CPA_M74_M75,P3_S14,ROW,T,EU28	94120 	97387 	82929 
CH4_EQ,CPA_M74_M75,P3_S14,ROW,THS_T,EU28	94.12 	97.387 	82.929 
CH4_EQ,CPA_M74_M75,P3_S14,WORLD,T,EU28	293332 	278703 	271271 
CH4_EQ,CPA_M74_M75,P3_S14,WORLD,THS_T,EU28	293.332 	278.703 	271.271 
CH4_EQ,CPA_M74_M75,P3_S15,DOM,T,EU28	11523 	10502 	9901 
CH4_EQ,CPA_M74_M75,P3_S15,DOM,THS_T,EU28	11.523 	10.502 	9.901 
CH4_EQ,CPA_M74_M75,P3_S15,ROW,T,EU28	6030 	6695 	3943 
CH4_EQ,CPA_M74_M75,P3_S15,ROW,THS_T,EU28	6.03 	6.695 	3.943 
CH4_EQ,CPA_M74_M75,P3_S15,WORLD,T,EU28	17553 	17197 	13844 
CH4_EQ,CPA_M74_M75,P3_S15,WORLD,THS_T,EU28	17.553 	17.197 	13.844 
CH4_EQ,CPA_M74_M75,P5,DOM,T,EU28	5218 	6752 	6937 
CH4_EQ,CPA_M74_M75,P5,DOM,THS_T,EU28	5.218 	6.752 	6.937 
CH4_EQ,CPA_M74_M75,P5,ROW,T,EU28	2739 	3607 	3466 
CH4_EQ,CPA_M74_M75,P5,ROW,THS_T,EU28	2.739 	3.607 	3.466 
CH4_EQ,CPA_M74_M75,P5,WORLD,T,EU28	7957 	10359 	10403 
CH4_EQ,CPA_M74_M75,P5,WORLD,THS_T,EU28	7.957 	10.359 	10.403 
CH4_EQ,CPA_M74_M75,P51G,DOM,T,EU28	4525 	4250 	4529 
CH4_EQ,CPA_M74_M75,P51G,DOM,THS_T,EU28	4.525 	4.25 	4.529 
CH4_EQ,CPA_M74_M75,P51G,ROW,T,EU28	2324 	2320 	2506 
CH4_EQ,CPA_M74_M75,P51G,ROW,THS_T,EU28	2.324 	2.32 	2.506 
CH4_EQ,CPA_M74_M75,P51G,WORLD,T,EU28	6850 	6571 	7035 
CH4_EQ,CPA_M74_M75,P51G,WORLD,THS_T,EU28	6.85 	6.571 	7.035 
CH4_EQ,CPA_M74_M75,P52,DOM,T,EU28	692 	2502 	2409 
CH4_EQ,CPA_M74_M75,P52,DOM,THS_T,EU28	0.692 	2.502 	2.409 
CH4_EQ,CPA_M74_M75,P52,ROW,T,EU28	415 	1287 	960 
CH4_EQ,CPA_M74_M75,P52,ROW,THS_T,EU28	0.415 	1.287 	0.96 
CH4_EQ,CPA_M74_M75,P52,WORLD,T,EU28	1107 	3788 	3369 
CH4_EQ,CPA_M74_M75,P52,WORLD,THS_T,EU28	1.107 	3.788 	3.369 
CH4_EQ,CPA_M74_M75,P53,DOM,T,EU28	0 	0 	0 
CH4_EQ,CPA_M74_M75,P53,DOM,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_M74_M75,P53,ROW,T,EU28	0 	0 	0 
CH4_EQ,CPA_M74_M75,P53,ROW,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_M74_M75,P53,WORLD,T,EU28	0 	0 	0 
CH4_EQ,CPA_M74_M75,P53,WORLD,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_M74_M75,P5M,DOM,T,EU28	692 	2502 	2409 
CH4_EQ,CPA_M74_M75,P5M,DOM,THS_T,EU28	0.692 	2.502 	2.409 
CH4_EQ,CPA_M74_M75,P5M,ROW,T,EU28	415 	1287 	960 
CH4_EQ,CPA_M74_M75,P5M,ROW,THS_T,EU28	0.415 	1.287 	0.96 
CH4_EQ,CPA_M74_M75,P5M,WORLD,T,EU28	1107 	3788 	3369 
CH4_EQ,CPA_M74_M75,P5M,WORLD,THS_T,EU28	1.107 	3.788 	3.369 
CH4_EQ,CPA_M74_M75,P6,DOM,T,EU28	83080 	130856 	122841 
CH4_EQ,CPA_M74_M75,P6,DOM,THS_T,EU28	83.08 	130.856 	122.841 
CH4_EQ,CPA_M74_M75,P6,ROW,T,EU28	35475 	70289 	49344 
CH4_EQ,CPA_M74_M75,P6,ROW,THS_T,EU28	35.475 	70.289 	49.344 
CH4_EQ,CPA_M74_M75,P6,WORLD,T,EU28	118556 	201145 	172185 
CH4_EQ,CPA_M74_M75,P6,WORLD,THS_T,EU28	118.556 	201.145 	172.185 
CH4_EQ,CPA_M74_M75,TFU,DOM,T,EU28	309714 	339808 	339929 
CH4_EQ,CPA_M74_M75,TFU,DOM,THS_T,EU28	309.714 	339.808 	339.929 
CH4_EQ,CPA_M74_M75,TFU,ROW,T,EU28	142831 	182620 	144447 
CH4_EQ,CPA_M74_M75,TFU,ROW,THS_T,EU28	142.831 	182.62 	144.447 
CH4_EQ,CPA_M74_M75,TFU,WORLD,T,EU28	452545 	522428 	484376 
CH4_EQ,CPA_M74_M75,TFU,WORLD,THS_T,EU28	452.545 	522.428 	484.376 
CH4_EQ,CPA_N77,P3,DOM,T,EU28	424704 	387103 	401935 
CH4_EQ,CPA_N77,P3,DOM,THS_T,EU28	424.704 	387.103 	401.935 
CH4_EQ,CPA_N77,P3,ROW,T,EU28	176131 	172988 	159673 
CH4_EQ,CPA_N77,P3,ROW,THS_T,EU28	176.131 	172.988 	159.673 
CH4_EQ,CPA_N77,P3,WORLD,T,EU28	600836 	560091 	561608 
CH4_EQ,CPA_N77,P3,WORLD,THS_T,EU28	600.836 	560.091 	561.608 
CH4_EQ,CPA_N77,P3_S13,DOM,T,EU28	7070 	8229 	8695 
CH4_EQ,CPA_N77,P3_S13,DOM,THS_T,EU28	7.07 	8.229 	8.695 
CH4_EQ,CPA_N77,P3_S13,ROW,T,EU28	3331 	3224 	3058 
CH4_EQ,CPA_N77,P3_S13,ROW,THS_T,EU28	3.331 	3.224 	3.058 
CH4_EQ,CPA_N77,P3_S13,WORLD,T,EU28	10402 	11453 	11754 
CH4_EQ,CPA_N77,P3_S13,WORLD,THS_T,EU28	10.402 	11.453 	11.754 
CH4_EQ,CPA_N77,P3_S14,DOM,T,EU28	417634 	378873 	393239 
CH4_EQ,CPA_N77,P3_S14,DOM,THS_T,EU28	417.634 	378.873 	393.239 
CH4_EQ,CPA_N77,P3_S14,ROW,T,EU28	172800 	169764 	156615 
CH4_EQ,CPA_N77,P3_S14,ROW,THS_T,EU28	172.8 	169.764 	156.615 
CH4_EQ,CPA_N77,P3_S14,WORLD,T,EU28	590434 	548637 	549854 
CH4_EQ,CPA_N77,P3_S14,WORLD,THS_T,EU28	590.434 	548.637 	549.854 
CH4_EQ,CPA_N77,P3_S15,DOM,T,EU28	0 	0 	0 
CH4_EQ,CPA_N77,P3_S15,DOM,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_N77,P3_S15,ROW,T,EU28	0 	0 	0 
CH4_EQ,CPA_N77,P3_S15,ROW,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_N77,P3_S15,WORLD,T,EU28	0 	0 	0 
CH4_EQ,CPA_N77,P3_S15,WORLD,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_N77,P5,DOM,T,EU28	21447 	18561 	16165 
CH4_EQ,CPA_N77,P5,DOM,THS_T,EU28	21.447 	18.561 	16.165 
CH4_EQ,CPA_N77,P5,ROW,T,EU28	15218 	18026 	13850 
CH4_EQ,CPA_N77,P5,ROW,THS_T,EU28	15.218 	18.026 	13.85 
CH4_EQ,CPA_N77,P5,WORLD,T,EU28	36665 	36587 	30015 
CH4_EQ,CPA_N77,P5,WORLD,THS_T,EU28	36.665 	36.587 	30.015 
CH4_EQ,CPA_N77,P51G,DOM,T,EU28	21364 	18392 	16149 
CH4_EQ,CPA_N77,P51G,DOM,THS_T,EU28	21.364 	18.392 	16.149 
CH4_EQ,CPA_N77,P51G,ROW,T,EU28	15187 	17960 	13845 
CH4_EQ,CPA_N77,P51G,ROW,THS_T,EU28	15.187 	17.96 	13.845 
CH4_EQ,CPA_N77,P51G,WORLD,T,EU28	36551 	36352 	29994 
CH4_EQ,CPA_N77,P51G,WORLD,THS_T,EU28	36.551 	36.352 	29.994 
CH4_EQ,CPA_N77,P52,DOM,T,EU28	83 	169 	16 
CH4_EQ,CPA_N77,P52,DOM,THS_T,EU28	0.083 	0.169 	0.016 
CH4_EQ,CPA_N77,P52,ROW,T,EU28	31 	66 	6 
CH4_EQ,CPA_N77,P52,ROW,THS_T,EU28	0.031 	0.066 	0.006 
CH4_EQ,CPA_N77,P52,WORLD,T,EU28	114 	235 	21 
CH4_EQ,CPA_N77,P52,WORLD,THS_T,EU28	0.114 	0.235 	0.021 
CH4_EQ,CPA_N77,P53,DOM,T,EU28	0 	0 	0 
CH4_EQ,CPA_N77,P53,DOM,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_N77,P53,ROW,T,EU28	0 	0 	0 
CH4_EQ,CPA_N77,P53,ROW,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_N77,P53,WORLD,T,EU28	0 	0 	0 
CH4_EQ,CPA_N77,P53,WORLD,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_N77,P5M,DOM,T,EU28	83 	169 	16 
CH4_EQ,CPA_N77,P5M,DOM,THS_T,EU28	0.083 	0.169 	0.016 
CH4_EQ,CPA_N77,P5M,ROW,T,EU28	31 	66 	6 
CH4_EQ,CPA_N77,P5M,ROW,THS_T,EU28	0.031 	0.066 	0.006 
CH4_EQ,CPA_N77,P5M,WORLD,T,EU28	114 	235 	21 
CH4_EQ,CPA_N77,P5M,WORLD,THS_T,EU28	0.114 	0.235 	0.021 
CH4_EQ,CPA_N77,P6,DOM,T,EU28	384269 	339509 	340103 
CH4_EQ,CPA_N77,P6,DOM,THS_T,EU28	384.269 	339.509 	340.103 
CH4_EQ,CPA_N77,P6,ROW,T,EU28	210461 	198048 	183830 
CH4_EQ,CPA_N77,P6,ROW,THS_T,EU28	210.461 	198.048 	183.83 
CH4_EQ,CPA_N77,P6,WORLD,T,EU28	594731 	537558 	523934 
CH4_EQ,CPA_N77,P6,WORLD,THS_T,EU28	594.731 	537.558 	523.934 
CH4_EQ,CPA_N77,TFU,DOM,T,EU28	830421 	745173 	758203 
CH4_EQ,CPA_N77,TFU,DOM,THS_T,EU28	830.421 	745.173 	758.203 
CH4_EQ,CPA_N77,TFU,ROW,T,EU28	401811 	389062 	357354 
CH4_EQ,CPA_N77,TFU,ROW,THS_T,EU28	401.811 	389.062 	357.354 
CH4_EQ,CPA_N77,TFU,WORLD,T,EU28	1232231 	1134235 	1115557 
CH4_EQ,CPA_N77,TFU,WORLD,THS_T,EU28	1232.231 	1134.235 	1115.557 
CH4_EQ,CPA_N78,P3,DOM,T,EU28	9737 	14848 	13557 
CH4_EQ,CPA_N78,P3,DOM,THS_T,EU28	9.737 	14.848 	13.557 
CH4_EQ,CPA_N78,P3,ROW,T,EU28	4709 	7479 	6093 
CH4_EQ,CPA_N78,P3,ROW,THS_T,EU28	4.709 	7.479 	6.093 
CH4_EQ,CPA_N78,P3,WORLD,T,EU28	14446 	22327 	19650 
CH4_EQ,CPA_N78,P3,WORLD,THS_T,EU28	14.446 	22.327 	19.65 
CH4_EQ,CPA_N78,P3_S13,DOM,T,EU28	4832 	9966 	8534 
CH4_EQ,CPA_N78,P3_S13,DOM,THS_T,EU28	4.832 	9.966 	8.534 
CH4_EQ,CPA_N78,P3_S13,ROW,T,EU28	2334 	5009 	3818 
CH4_EQ,CPA_N78,P3_S13,ROW,THS_T,EU28	2.334 	5.009 	3.818 
CH4_EQ,CPA_N78,P3_S13,WORLD,T,EU28	7165 	14975 	12352 
CH4_EQ,CPA_N78,P3_S13,WORLD,THS_T,EU28	7.165 	14.975 	12.352 
CH4_EQ,CPA_N78,P3_S14,DOM,T,EU28	4905 	4880 	5023 
CH4_EQ,CPA_N78,P3_S14,DOM,THS_T,EU28	4.905 	4.88 	5.023 
CH4_EQ,CPA_N78,P3_S14,ROW,T,EU28	2375 	2470 	2274 
CH4_EQ,CPA_N78,P3_S14,ROW,THS_T,EU28	2.375 	2.47 	2.274 
CH4_EQ,CPA_N78,P3_S14,WORLD,T,EU28	7281 	7350 	7298 
CH4_EQ,CPA_N78,P3_S14,WORLD,THS_T,EU28	7.281 	7.35 	7.298 
CH4_EQ,CPA_N78,P3_S15,DOM,T,EU28	0 	1 	0 
CH4_EQ,CPA_N78,P3_S15,DOM,THS_T,EU28	0 	0.001 	0 
CH4_EQ,CPA_N78,P3_S15,ROW,T,EU28	0 	1 	0 
CH4_EQ,CPA_N78,P3_S15,ROW,THS_T,EU28	0 	0.001 	0 
CH4_EQ,CPA_N78,P3_S15,WORLD,T,EU28	0 	2 	1 
CH4_EQ,CPA_N78,P3_S15,WORLD,THS_T,EU28	0 	0.002 	0.001 
CH4_EQ,CPA_N78,P5,DOM,T,EU28	190 	-555 	6005 
CH4_EQ,CPA_N78,P5,DOM,THS_T,EU28	0.19 	-0.555 	6.005 
CH4_EQ,CPA_N78,P5,ROW,T,EU28	98 	-311 	2687 
CH4_EQ,CPA_N78,P5,ROW,THS_T,EU28	0.098 	-0.311 	2.687 
CH4_EQ,CPA_N78,P5,WORLD,T,EU28	288 	-867 	8692 
CH4_EQ,CPA_N78,P5,WORLD,THS_T,EU28	0.288 	-0.867 	8.692 
CH4_EQ,CPA_N78,P51G,DOM,T,EU28	1 	1 	0 
CH4_EQ,CPA_N78,P51G,DOM,THS_T,EU28	0.001 	0.001 	0 
CH4_EQ,CPA_N78,P51G,ROW,T,EU28	0 	0 	0 
CH4_EQ,CPA_N78,P51G,ROW,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_N78,P51G,WORLD,T,EU28	1 	1 	0 
CH4_EQ,CPA_N78,P51G,WORLD,THS_T,EU28	0.001 	0.001 	0 
CH4_EQ,CPA_N78,P52,DOM,T,EU28	189 	-556 	6005 
CH4_EQ,CPA_N78,P52,DOM,THS_T,EU28	0.189 	-0.556 	6.005 
CH4_EQ,CPA_N78,P52,ROW,T,EU28	98 	-312 	2687 
CH4_EQ,CPA_N78,P52,ROW,THS_T,EU28	0.098 	-0.312 	2.687 
CH4_EQ,CPA_N78,P52,WORLD,T,EU28	287 	-868 	8691 
CH4_EQ,CPA_N78,P52,WORLD,THS_T,EU28	0.287 	-0.868 	8.691 
CH4_EQ,CPA_N78,P53,DOM,T,EU28	0 	0 	0 
CH4_EQ,CPA_N78,P53,DOM,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_N78,P53,ROW,T,EU28	0 	0 	0 
CH4_EQ,CPA_N78,P53,ROW,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_N78,P53,WORLD,T,EU28	0 	0 	0 
CH4_EQ,CPA_N78,P53,WORLD,THS_T,EU28	0 	0 	0 
CH4_EQ,CPA_N78,P5M,DOM,T,EU28	189 	-556 	6005 
CH4_EQ,CPA_N78,P5M,DOM,THS_T,EU28	0.189 	-0.556 	6.005 
CH4_EQ,CPA_N78,P5M,ROW,T,EU28	98 	-312 	2687 
CH4_EQ,CPA_N78,P5M,ROW,THS_T,EU28	0.098 	-0.312 	2.687 
CH4_EQ,CPA_N78,P5M,WORLD,T,EU28	287 	-868 	8691 
CH4_EQ,CPA_N78,P5M,WORLD,THS_T,EU28	0.287 	-0.868 	8.691 
CH4_EQ,CPA_N78,P6,DOM,T,EU28	9085 	17577 	10461 
CH4_EQ,CPA_N78,P6,DOM,THS_T,EU28	9.085 	17.577 	10.461 
CH4_EQ,CPA_N78,P6,ROW,T,EU28	4413 	9343 	4730 
CH4_EQ,CPA_N78,P6,ROW,THS_T,EU28	4.413 	9.343 	4.73 
CH4_EQ,CPA_N78,P6,WORLD,T,EU28	13498 	26920 	15191 
CH4_EQ,CPA_N78,P6,WORLD,THS_T,EU28	13.498 	26.92 	15.191 
CH4_EQ,CPA_N78,TFU,DOM,T,EU28	19012 	31870 	30023 
CH4_EQ,CPA_N78,TFU,DOM,THS_T,EU28	19.012 	31.87 	30.023 
CH4_EQ,CPA_N78,TFU,ROW,T,EU28	9220 	16511 	13510 
CH4_EQ,CPA_N78,TFU,ROW,THS_T,EU28	9.22 	16.511 	13.51 
CH4_EQ,CPA_N78,TFU,WORLD,T,EU28	28232 	48380 	43533 
CH4_EQ,CPA_N78,TFU,WORLD,THS_T,EU28	28.232 	48.38 	43.533 
CH4_EQ,CPA_N79,P3,DOM,T,EU28	422352 	482833 	508658 
CH4_EQ,CPA_N79,P3,DOM,THS_T,EU28	422.352 	482.833 	508.658 
CH4_EQ,CPA_N79,P3,ROW,T,EU28	290742 	376364 	330056 
CH4_EQ,CPA_N79,P3,ROW,THS_T,EU28	290.742 	376.364 	330.056 
CH4_EQ,CPA_N79,P3,WORLD,T,EU28	713093 	859197 	838715 
CH4_EQ,CPA_N79,P3,WORLD,THS_T,EU28	713.093 	859.197 	838.715 
CH4_EQ,CPA_N79,P3_S13,DOM,T,EU28	8621 	12373 	12717 
CH4_EQ,CPA_N79,P3_S13,DOM,THS_T,EU28	8.621 	12.373 	12.717 
CH4_EQ,CPA_N79,P3_S13,ROW,T,EU28	5897 	9559 	8156 
CH4_EQ,CPA_N79,P3_S13,ROW,THS_T,EU28	5.897 	9.559 	8.156 
CH4_EQ,CPA_N79,P3_S13,WORLD,T,EU28	14518 	21932 	20873 
CH4_EQ,CPA_N79,P3_S13,WORLD,THS_T,EU28	14.518 	21.932 	20.873 
CH4_EQ,CPA_N79,P3_S14,DOM,T,EU28	413370 	469941 	495334 
CH4_EQ,CPA_N79,P3_S14,DOM,THS_T,EU28	413.37 	469.941 	495.334 
CH4_EQ,CPA_N79,P3_S14,ROW,T,EU28	284597 	366400 	321506 
CH4_EQ,CPA_N79,P3_S14,ROW,THS_T,EU28	284.597 	366.4 	321.506 
CH4_EQ,CPA_N79,P3_S14,WORLD,T,EU28	697967 	836341 	816840 
CH4_EQ,CPA_N79,P3_S14,WORLD,THS_T,EU28	697.967 	836.341 	816.84 
CH4_EQ,CPA_N79,P3_S15,DOM,T,EU28	361 	519 	607 
CH4_EQ,CPA_N79,P3_S15,DOM,THS_T,EU28	0.361 	0.519 	0.607 
CH4_EQ,CPA_N79,P3_S15,ROW,T,EU28	248 	406 	394 
CH4_EQ,CPA_N79,P3_S15,ROW,THS_T,EU28	0.248 	0.406 	0.394 
CH4_EQ,CPA_N79,P3_S15,WORLD,T,EU28	609 	925 	1002 
CH4_EQ,CPA_N79,P3_S15,WORLD,THS_T,EU28	0.609 	0.925 	1.002 
CH4_EQ,CPA_N79,P5,DOM,T,EU28	-53 	-23 	-6 
CH4_EQ,CPA_N79,P5,DOM,THS_T,EU28	-0.053 	-0.023 	-0.006 
CH4_EQ,CPA_N79,P5,ROW,T,EU28	-36 	-17 	-4 
